sample_id,tc,tn,ph_h2o,ph_kcl,ph_cacl2,clay_0-0.002,silt_0.002-0.05,silt_0.002-0.063,sand_0.05-2,sand_0.063-2,al_icp,fe_icp,ca_icp,mg_icp,k_icp,mn_icp,na_icp,p_icp
BAW_J30_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44511508858553,13.5839475021783,506.008568109207,108.916642462968,77.1492884112692,68.0729015393552,2.26909671797851,133.876706360732
BAW_J30_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2145348432003,15.9042080925556,299.99363649862,104.54323696164,77.2710881890384,56.8169766095871,2.27267906438348,128.027587293603
BAW_J31_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1146197896567,13.9360187366096,461.318038866045,124.201010463935,117.547384903367,85.0185488294794,0,144.161887145639
BAW_J31_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3958381905885,17.8935621656982,181.086018122183,115.442336552892,104.124460420255,70.9253570978551,2.26357522652729,144.868814497747
BAW_J32_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41462866390937,12.2459989210574,436.072648804172,110.142060780435,89.9118863513757,69.6817119223161,0,132.620032368279
BAW_J32_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4096739256912,14.6791618556609,205.866294317195,91.7447615978805,76.0810218128765,53.7042506914422,0,126.801703021461
YAM_J01_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96815219119284,10.1555738081359,203.133555897055,88.3189373465459,64.0312295762457,57.407309275254804,28.703654637627402,200.925582463392
YAM_J01_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03759567716089,12.3784318718832,24.1766247497719,61.5404993630559,54.9468744312999,35.8986246284492,35.1659996360319,195.610872975428
YAM_J01_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18971073766292,15.413201592292,15.916856405701,68.2150988815755,54.5720791052604,43.9608415014598,45.476732587717,223.593935222942
YAM_J03_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98514765014865,10.8335899361284,96.7887735826972,69.777953047991,92.2869701602462,56.2725427806379,29.2617222459317,232.593176826637
YAM_J03_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.43917564859449,14.9928234848075,81.2435682175161,72.2165050822366,78.9868024336962,50.4011025053109,42.878549892578,255.014533571648
YAM_J03_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1175378060624,16.7458814999799,22.3770715573994,67.1312146721983,73.8443361394181,48.4836550410321,51.4672645820187,250.623201442874
YAM_J04_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91061294780334,12.1716664211508,78.9158021002126,67.9552740307386,56.9947459612646,39.4579010501063,15.3447392972636,214.095648290391
YAM_J04_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68980608275374,14.0752092420134,11.0515147942945,64.0987858069079,55.2575739714724,43.4692915242249,19.89272662973,210.715548744548
YAM_J04_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81548214881548,14.9271493715938,8.89778667556445,62.2845067289512,44.4889333778223,45.230415600786,20.02002002002,217.254291328365
YAM_J08_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41908283829681,12.0502598668538,21.8559170524236,45.8974258100896,19.6703253471812,28.4126921681507,6.55677511572708,150.805827661723
YAM_J09_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71070737404167,10.5387226069997,49.9826002600254,52.15575679307,34.7705045287133,31.8729624846539,6.51946959913375,161.537968956314
YAM_J10_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68583504166477,15.1943745320433,59.8334591067116,57.6174050657223,35.4568646558291,47.2758195411055,6.64816212296795,217.911980697283
YAM_J10_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3734501073204,19.2944506959055,6.82989405164796,61.4690464648317,38.7027329593384,53.1213981794841,13.6597881032959,226.904257938082
YAM_J10_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5874808697988,22.0299759675688,2.22659955200817,64.5713870082369,48.9851901441797,51.2117896961879,13.359597312049,226.370954454164
YAM_J13_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39063995087188,12.3188374857204,225.263790524109,72.879461640153,64.0455875019527,76.5602425310698,19.8762168109508,227.472259058659
YAM_J13_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45278207016442,14.0669139483787,56.5890817780139,58.8526450491344,40.74413888017,49.7983919646522,20.372069440085,224.847284931308
YAM_J13_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94002447256885,16.3039623098795,26.6006183165946,62.0681094053875,42.1176456679415,44.3343638609911,24.3839001235451,221.671819304955
YAM_J15_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1338642703274,9.76520764872685,545.760108112479,132.108597598656,121.280024024995,51.2552482486587,8.66285885892823,224.512425427223
YAM_J15_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33481242436466,9.1233024068845,91.8829277038232,53.7851284119941,33.6157052574963,29.1336112231635,6.72314105149926,130.727742668041
YAM_J15_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11373705544109,9.96399987431377,65.0875090336974,51.6211278543117,31.4215560852332,31.4215560852332,6.73319058969283,130.923150355138
YAM_J17_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36540245468817,11.3524867989154,289.888682745826,91.426430712145,91.426430712145,55.0045192902336,6.68973883259598,203.665382236811
YAM_J17_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.30455353455551,12.5767600955237,38.1556030380838,53.8667337008241,40.4000502756181,38.1556030380838,4.48889447506868,194.518760586309
YAM_J17_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27828691178874,12.1199630505381,45.6864519944892,52.2130879937019,36.9842706622055,38.4346342175861,6.52663599921274,170.417717757222
YAM_J18_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87107548430194,12.6174571364952,224.894232910265,84.6136717880205,89.0670229347584,68.2847175833148,6.68002672010688,224.894232910265
YAM_J18_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05552671608277,12.6816132264529,38.4805756090494,54.3255185068933,49.7983919646522,40.74413888017,6.79068981336166,163.731076611053
YAM_J19_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6509540820772,2.57907118584996,87.1307833057419,34.8523133222968,17.4261566611484,13.7957073567425,8.71307833057419,66.0741773401877
YAM_J19_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96735045356002,2.76454993439069,42.3429655408489,33.4286570059334,13.3714628023733,11.8857447132208,8.91430853491556,54.971569298646
YAM_J20_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34371819482709,10.1529522835946,87.5835299845583,56.1432884516399,62.8804830658368,39.6745905058256,6.73719461419679,193.132912273641
YAM_J21_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55314232067739,15.4475617902472,532.596724981495,167.000668002672,103.811226055715,108.324757623355,9.02706313527957,269.30738353584
YAM_J21_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2534791565888,18.331500183315,297.267570540243,92.333109031439193,74.3168926350608,63.8074330705068,11.2601352477365,253.728380915662
YAM_J23_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25807169895346,9.70051213538188,565.575595635716,129.1471832554,95.7470496548653,69.0269427744378,17.8134045869517,171.45401914941
YAM_J23_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31177489349279,10.4902166426205,129.679443753136,59.5249905752099,42.5178504108642,37.5574345295967,19.1330326848889,143.852060556757
YAM_J23_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53068803906781,12.016291082262,59.0319976748681,56.8456273906137,39.3546651165787,37.1682948323244,21.8637028425437,150.1307595188
YAM_J24_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56088390807692,11.8160254489224,148.6571599057,77.6567253238729,55.4690895170521,48.8127987750058,13.3125814840925,193.772019379569
YAM_J24_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79614370320372,13.3220987429404,62.7185817238053,64.958531071084,47.038936292854,41.0657380334439,17.9195947782301,194.128943430826
YAM_J24_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96668430948823,13.9551306982171,21.9316842656249,54.8292106640622,35.0906948249998,36.5528071093748,17.5453474124999,179.108754835936
YAM_J25_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06489235147303,13.7254058687691,52.4830304868093,63.4169951715612,52.4830304868093,40.0912038440904,6.56037881085116,204.100674115369
YAM_J25_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27673587406128,15.2704710654191,6.69317162630684,58.0074874279926,58.0074874279926,42.39008696661,8.92422883507579,201.538834525462
YAM_J25_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57988341973046,16.5945425487813,0,56.5698316858941,41.3394923858457,42.7900008906122,8.7030510285991,208.873224686378
YAM_J26_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94551695438004,18.322727930087,194.793120851423,86.3287694682443,75.2609785107771,59.0282184398252,8.85423276597378,264.151277518218
YAM_J26_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5285468865041,18.7791437049597,58.0085227906562,69.1640079427054,58.0085227906562,47.5967366487435,8.92438812163941,246.16437235522
YAM_J27_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74373511442477,5.9617807462635,211.418314866591,122.967795381588,207.103655379517,56.0905733319527,4.31465948707328,130.878004441223
YAM_J27_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56777830462041,6.35064889450854,63.6601513794496,109.758881688706,195.370809405897,37.3180197741601,4.39035526754825,113.41751107833
YAM_J27_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84668415727532,5.96877970155007,28.4696885416074,100.738897916457,183.957987499617,28.4696885416074,4.37995208332421,89.7890177081463
YAM_J28_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61564648348789,6.35988411318808,249.147826240337,110.2424009913,183.002385645557,54.3862511557078,4.40969603965199,142.580171948748
YAM_J29_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9402419334587,6.7813898248501,33.2366761551222,99.7100284653667,181.693829648001,32.4980833516751,4.43155682068296,104.880178089497
YAM_J29_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68985897309011,6.53211475368669,17.7262272827319,95.2784716446837,172.830716006636,29.5437121378864,4.43155682068296,91.5855076274479
YAO_J02_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84936736626369,8.27938964649036,1015.99986722474,190.640151686762,257.924911105619,134.569518837714,6.72847594188571,205.592320446508
YAO_J02_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4991260701937,7.39666256152424,194.67685757695,107.918692787222,190.444751977451,37.3835994622405,4.23210559949892,128.373869851467
YAO_J02_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.70170370976453,8.64112929509952,106.624593559905,115.699027054365,213.24918711981,34.7853283954299,4.53721674722999,129.310677296055
YAO_J04_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53140174704334,7.12372371785378,263.883386097481,96.9827829247151,142.091054052489,109.011655225455,2.25541355638872,154.119926353229
YAO_J04_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23196528577496,7.5795059966109,94.1417555904878,85.3843829774191,142.307304962365,76.6270103643505,2.18934315326716,125.522340787317
YAO_J04_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69383439075972,7.50091233253752,46.1662247899437,74.7453163265755,127.506716086511,66.6845469188075,2.19839165666398,101.126016206543
YAO_J05_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63555857716881,1.43599264353389,50.1181044025486,82.8038246650803,87.1619207000846,41.4019123325402,0,51.5708030808834
YAO_J06_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74335049335049,2.95943264693265,294.937794937795,113.953238953239,140.765765765766,37.984412984413,2.23437723437723,131.083464416798
YAO_J06_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44770077084488,2.94356298723111,85.0677706572903,89.4302204345873,115.604919098369,23.2663988122503,2.18122488864847,85.7948456201732
YAO_J06_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29166816456888,3.45008822044903,21.569791937787,88.4361469449266,118.633855657828,20.8507988731941,2.1569791937787,72.6182995238828
YAO_J07_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89310591644699,4.76706935982263,495.364955220754,146.209039646654,154.937937536007,42.9170812893164,2.18222447233812,141.117182544532
YAO_J07_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3659746703225,5.20846933890412,241.545893719807,113.156634895765,137.093615354485,30.4652478565522,2.17608913261087,110.255182718951
YAO_J07_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4182552996797,5.8006286750377,139.799705149713,122.854286343687,173.690542761764,29.6544829105451,4.23635470150645,100.966453719237
YAO_J08_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1055775373811,5.62006436597423,230.946191779511,123.320782018186,181.617878972237,47.08611677058,4.48439207338857,139.016154275046
YAO_J08_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9933902545177,6.27403905694359,139.32480105303,126.055772381313,196.823925297138,46.44160035101,4.42300955723905,117.946921526375
YAO_J08_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88618653665444,5.90365069383186,45.3296762597693,103.610688593758,168.367368964857,25.1831534776496,4.31711202473993,88.5007965071686
YAO_J09_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24153104474715,5.12019930760022,86.5148038786767,82.2945695431315,132.937381569674,59.7866530868904,2.1101171677726,118.166561395266
YAO_J09_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7363721119305104,5.87224227749327,48.6039616647299,83.952297420897,136.974801055148,53.0225036342508,2.20927098476045,118.564209515477
YAO_J09_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72600874972335,6.57934628712796,15.916856405701,88.6796285460482,165.990073945167,46.2346781308457,4.5476732587717,101.564702779235
YAO_J10_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09386473916862,6.6338137679803,198.701242602698,105.830009647089,192.221854256958,35.2766698823631,2.15979611524672,150.465796028855
YAO_J10_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34562805615437,7.43883309672783,21.9079166447588,92.0132499079868,151.164624848835,29.210555526345,2.19079166447588,123.414597098808
YAO_J12_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45652792263203,4.37446667298758,66.3695837678961,92.4433488195696,120.887456148668,38.7155905312727,2.37034227742486,112.196201131443
YAO_J12_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30669581674607,5.29473667036481,2.44730144227632,97.8920576910527,134.601579325197,27.7360830124649,2.44730144227632,92.9974548065001
YAO_J13_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50032181234256,1.92597335981887,41.6559123624946,83.3118247249893,83.3118247249893,20.4195648835758,0,82.4950421296463
YAO_J13_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33149764095119,2.37403941741751,0,92.3106054628943,80.4759124548309,17.3575497451596,0,64.6963217774131
YAO_J14_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24960508430991,6.64698210940083,316.850960655376,117.097094155248,169.905587597811,46.6857695651642,4.59204290804893,149.24139451159
YAO_J14_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.60004481499808,7.82045057745992,88.6963503785934,98.0328083131821,154.051555920715,28.7874119649821,2.33411448364719,129.154334761811
YAO_J14_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5200921527452,8.40878117173251,58.8108908360086,110.564474771696,183.489979408347,32.149953657018,4.70487126688069,128.599814628072
YAO_J15_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15153430904689,5.94412408277504,621.457309718979,147.308399340795,207.152436572993,70.5852746841309,4.60338747939984,168.790874244661
YAO_J15_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59028699000226,5.58010436840475,198.7529408502,106.309712547782,166.397810944354,32.3551299058466,27.7329684907256,125.568718444119
YAO_J15_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91832199171649,5.91302311485798,78.059711087234,103.31432349781,183.669908440551,29.8463601215895,4.59174771101377,110.967236349499
YAO_J16_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43598143598144,4.04267904267904,334.425334425334,113.750113750114,156.975156975157,35.641702308369,2.27500227500228,138.775138775139
YAO_J16_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39912580088533,4.71852194726095,118.649678766981,94.4802997588922,127.438543860831,27.0990007060388,2.19721627346261,109.86081367313
YAO_J16_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6345037882913,5.26588048602144,102.680585590491,105.014235263002,149.353579040714,24.8922631734524,4.66729934502232,106.570001711343
YAO_J17_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59390263916784,6.55884398665176,532.210039310081,159.428558031214,243.831912283033,61.7394906101268,4.68907523621216,174.277296279219
YAO_J18_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83252558901051,4.48132124307238,332.71990667822803,101.664415929458,145.564959171725,76.2483119470938,2.31055490748769,114.757560405222
YAO_J18_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26102928032605,4.74151800078653,109.488398698652,82.6749133030639,125.129598512745,49.9028755973449,2.23445711629902,93.847198884559
YAO_J18_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72485662220049,5.37814662007053,52.0656658488676,80.4651199482499,132.530785797117,37.0770650741936,2.36662117494853,82.0428673982156
YAO_J20_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31667684563137,4.82575463142894,330.816352969482,127.237058834416,150.371069531583,26.2185454567887,2.31340106971665,131.092727283944
YAO_J20_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8239735284523,6.21941557533672,65.2467726149974,121.172577713567,170.107657174815,27.9629025492846,4.6604837582141,87.7724441130322
YAO_J21_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17089051668491,5.20847950754493,194.119352997858,100.567857577203,123.955731432367,45.2165561199829,2.33878738551636,102.127049167548
YAO_J21_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9157377254509,5.23116545591182,25.8329158316633,79.8471943887776,152.649048096192,25.0501002004008,4.69689378757515,80.6300100200401
YAO_J24_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45587257003474,4.79987434400177,612.111020770197,140.901027422574,138.591174514007,53.8965678665583,2.30985290856678,119.34240027595
YAO_J24_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29725139040861,5.76109525561904,225.024844579779,89.5507034552182,107.920078522955,44.3926564136979,2.29617188346713,91.081484710863
YAO_J24_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96912939998701,7.484219367042,108.292563188711,91.4470533593557,132.357577230646,42.5148581407531,2.40650140419357,89.0405519551621
YAO_J25_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67804333375009,6.35852470157448,48.742113061896,97.4842261237919,167.115816212215,30.1736890383166,4.64210600589486,127.657915162108
YAO_J25_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63454151826245,6.03161300835719,18.6232744372279,83.8047349675257,132.690830365249,27.9349116558419,2.32790930465349,91.564432649704
YAO_J26_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50638470214107,4.8298441918371,68.1059110482317,93.0780784325833,156.643595410933,25.728899729332,2.27019703494106,116.536781126974
YAO_J26_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.70484861124965,2.42793278865423,97.4800279291615,79.34420877955,92.9460731417586,14.3575234934424,4.53395478740286,70.2762992047443
YAO_J26_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.119058631692,5.53038201930087,4.70370573616915,82.3148503829601,127.000054876567,26.6543325049585,2.35185286808457,88.5864580311856
YAO_J27_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.50619749155724,4.96098386903831,98.9206150561777,71.3148620172444,115.023970995555,26.0721000923259,2.30047941991111,95.0864826896592
YAO_J27_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82320622563294,5.07218000666894,22.0242292951322,70.4775337444229,107.918723546148,24.2266522246454,2.20242292951322,87.3627762040242
YAO_J27_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63898833997197,5.41065296455429,11.1929105596903,67.1574633581418,89.5432844775224,28.3553734178821,2.23858211193806,85.0661202536463
YAO_J28_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02634668659831,3.7349206255845,76.9153853845385,101.799774773654,140.257467465923,21.8680997661923,2.26221721719231,109.340498830962
YAO_J28_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2108342183323,5.60982531951514,66.3749221811257,91.5516168015527,162.504119822756,34.3318563005823,4.57758084007764,107.573149741824
YAO_J28_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74495610884564,3.78499044082706,23.0230562094103,92.0922248376414,124.324503530816,20.7207505884693,2.30230562094103,83.6504375608576
YAO_J29_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63158770049523,6.45026424717274,242.534555399512,99.3236750683716,154.760144873974,57.7463227141696,2.30985290856678,137.821223544485
YAO_J29_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7606552335468,5.8160570208763,106.280979774956,83.6680053547523,117.587466985057,40.703353956366,2.26129744202033,116.079935357044
YAO_J29_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35382743976611,6.00319194666065,20.5784526832778,70.8813370201791,102.892263416389,28.2001018252325,2.28649474258642,94.5084493602388
BAW_J27_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17527746160457,7.64680909628457,802.44984800524,143.454721431104,100.866601006245,100.119440998792,0,141.960401416197
BAW_J27_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93422020131631,10.1998378054842,494.60666006482,98.0096146672224,84.3338544810984,107.126788124638,0,130.679486222963
cod_ygb_sid-g_2012-04_fo_rep06_sl0-10,22.4920816025,1.6219116611,NA,NA,NA,NA,NA,NA,NA,NA,3.5991165,4.1334272,29.9213965,38.4703669,40.7978241,12.8234556,15.6139821,102.5876451
cod_ygb_sid-g_2012-04_fo_rep06_sl10-20,23.163513946,1.5155146021,NA,NA,NA,NA,NA,NA,NA,NA,5.9553993,6.786954,32.6099894,52.9912328,47.6758045,16.3049947,26.81764,138.592455
cod_ygb_sid-g_2012-04_fo_rep06_sl20-30,13.2921724434,0.9038003482,NA,NA,NA,NA,NA,NA,NA,NA,6.2233795,6.9213286,31.318229,53.6883926,41.4668265,22.3701636,26.4788169,138.6950141
cod_ygb_sid-g_2012-04_fo_rep06_sl30-50,9.5579442827,0.589011082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_ygb_sid-g_2012-04_fo_rep06_sl50-100,5.8754967054,0.3292325242,NA,NA,NA,NA,NA,NA,NA,NA,7.8695777,7.7371676,30.8957062,52.9640679,25.5485422,22.0683616,29.0552049,119.1691527
cod_ygb_sid-g_2012-04_fo_rep07_sl0-10,27.4728590049,1.8375103818,NA,NA,NA,15.9,NA,NA,NA,NA,6.5089068,9.0523433,38.1754064,52.4911839,60.1262652,28.6315548,8.5178876,147.9297
cod_ygb_sid-g_2012-04_fo_rep07_sl10-20,10.1818995038,0.6674382988,NA,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_ygb_sid-g_2012-04_fo_rep07_sl20-30,15.3888222895,1.0106525874,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_ygb_sid-g_2012-04_fo_rep07_sl30-50,8.7898838194,0.5349455111,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_ygb_sid-g_2012-04_fo_rep07_sl50-100,4.6684460202,0.290470138,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_ygb_sid-g_2012-04_fo_rep08_sl0-10,19.4430946103,1.3141273153,NA,NA,NA,NA,NA,NA,NA,NA,5.7739089,7.3956468,34.7825835,47.8260523,52.1195274,21.7391147,14.8912936,126.0868652
cod_ygb_sid-g_2012-04_fo_rep08_sl10-20,9.7689794801,0.6694580762,NA,NA,NA,NA,NA,NA,NA,NA,6.8902845,8.2349446,30.7601988,52.7317693,39.5751929,21.9715705,16.5314097,123.0407951
cod_ygb_sid-g_2012-04_fo_rep08_sl20-30,7.3028993149,0.506762727,NA,NA,NA,NA,NA,NA,NA,NA,5.6104321,7.504161,24.9722496,41.620416,40.7838456,20.810208,14.4235552,108.2130815
cod_ygb_sid-g_2012-04_fo_rep08_sl30-50,6.6518689875,0.3840746338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_ygb_sid-g_2012-04_fo_rep08_sl50-100,4.7370254007,0.2679811589,NA,NA,NA,NA,NA,NA,NA,NA,8.2094908,9.2116088,26.2563672,43.7606119,19.9840128,30.6324284,15.9872102,100.6494075
