table,original_name,import,original_unit,original_method,comment,ossl_abbrev,ossl_method,ossl_unit,ossl_convert,ossl_name
Gyeonggi Soil Spectral Library (G-SSL).xlsx,id.layer_local_c,,,,,,,,,
Gyeonggi Soil Spectral Library (G-SSL).xlsx,mSOC(%),,,,,,,,,
